pdbid,logKd-Ki,Delta_H0 (kJ/mol),Delta_H0 (kJ/mol)
3dcv,8.52,15.22,15.22
3dya,8.52,15.22,15.22
3h5u,8.52,15.22,15.22
3i0r,8.52,15.22,15.22
3ia6,8.52,15.22,15.22
3jzo,8.52,15.22,15.22
3k84,8.52,15.22,15.22
3ns9,8.52,15.22,15.22
3ocg,8.52,15.22,15.22
3pa4,8.52,15.22,15.22
3psb,8.52,15.22,15.22
3psd,8.52,15.22,15.22
3sfc,8.52,15.22,15.22
3spk,8.52,15.22,15.22
3sx4,8.52,15.22,15.22
3t3v,8.52,15.22,15.22
3tct,8.52,15.22,15.22
3u4u,8.52,15.22,15.22
3umw,8.52,15.22,15.22
3zxh,8.52,15.22,15.22
4bae,8.52,15.22,15.22
4bcb,8.52,15.22,15.22
4c4j,8.52,15.22,15.22
4dtk,8.52,15.22,15.22
4e1z,8.52,15.22,15.22
4foc,8.52,15.22,15.22
4gjd,8.52,15.22,15.22
4gv1,8.52,15.22,15.22
4h1e,8.52,15.22,15.22
4h3i,8.52,15.22,15.22
4h4m,8.52,15.22,15.22
4hyi,8.52,15.22,15.22
4izy,8.52,15.22,15.22
4j52,8.52,15.22,15.22
4jnc,8.52,15.22,15.22
4jnm,8.52,15.22,15.22
4l6s,8.52,15.22,15.22
4lgg,8.52,15.22,15.22
4p1u,8.52,15.22,15.22
4rpv,8.52,15.22,15.22
4rx5,8.52,15.22,15.22
4tlr,8.52,15.22,15.22
4uwh,8.52,15.22,15.22
4wcu,8.52,15.22,15.22
4yne,8.52,15.22,15.22
4yzc,8.52,15.22,15.22
4zom,8.52,15.22,15.22
5am1,8.52,15.22,15.22
5bue,8.52,15.22,15.22
3jzc,8.53,15.22,15.22
1r1i,8.54,15.22,15.22
3hc8,8.54,15.22,15.22
3q96,8.54,15.22,15.22
4fcb,8.54,15.22,15.22
4mbl,8.54,15.22,15.22
4yay,8.54,15.22,15.22
1ibg,8.55,15.22,15.22
2zis,8.55,15.22,15.22
3g6g,8.55,15.22,15.22
3kfc,8.55,15.22,15.22
3rwg,8.55,15.22,15.22
3t8s,8.55,15.22,15.22
4ynd,8.55,15.22,15.22
3so9,8.56,15.22,15.22
1yye,8.57,15.22,15.22
2h8h,8.57,15.22,15.22
2i0j,8.57,15.22,15.22
2r5q,8.57,15.22,15.22
2w6t,8.57,15.22,15.22
2w78,8.57,15.22,15.22
2yne,8.57,15.22,15.22
3dkf,8.57,15.22,15.22
3vrt,8.57,15.22,15.22
4hy4,8.57,15.22,15.22
4re3,8.57,15.22,15.22
4tpk,8.57,15.22,15.22
4uwl,8.57,15.22,15.22
1akw,8.59,15.22,15.22
1hkj,8.59,15.22,15.22
1m7q,8.59,15.22,15.22
2fky,8.59,15.22,15.22
2iit,8.59,15.22,15.22
2itz,8.59,15.22,15.22
4ezl,8.59,15.22,15.22
4mx9,8.59,15.22,15.22
1yy4,8.6,15.22,15.22
2r5b,8.6,15.22,15.22
3bqn,8.6,15.22,15.22
3fhe,8.6,15.22,15.22
3k5g,8.6,15.22,15.22
3m6f,8.6,15.22,15.22
3oe0,8.6,15.22,15.22
4f65,8.6,15.22,15.22
4jg8,8.6,15.22,15.22
4ke1,8.6,15.22,15.22
4qlt,8.6,15.22,15.22
5cf5,8.6,15.22,15.22
1a61,8.62,15.22,15.22
1azl,8.62,15.22,15.22
2h42,8.62,15.22,15.22
3dt1,8.62,15.22,15.22
4dru,8.62,15.22,15.22
4nrl,8.62,15.22,15.22
4tpm,8.62,15.22,15.22
4zim,8.62,15.22,15.22
4ee0,8.63,15.22,15.22
2qt9,8.64,15.22,15.22
3f88,8.64,15.22,15.22
3wig,8.64,15.22,15.22
3zev,8.64,15.22,15.22
4g9c,8.64,15.22,15.22
4x6x,8.64,15.22,15.22
4ydn,8.64,15.22,15.22
4kp0,8.65,15.22,15.22
2i47,8.66,15.22,15.22
2rg6,8.66,15.22,15.22
3cjo,8.66,15.22,15.22
3kqc,8.66,15.22,15.22
3s68,8.66,15.22,15.22
3t19,8.66,15.22,15.22
3vnt,8.66,15.22,15.22
3u1y,8.67,15.22,15.22
2nw4,8.68,15.22,15.22
3c6t,8.68,15.22,15.22
3jsi,8.68,15.22,15.22
3p76,8.68,15.22,15.22
4jmh,8.68,15.22,15.22
4lgu,8.68,15.22,15.22
1bji,8.7,15.22,15.22
1dmt,8.7,15.22,15.22
1f9e,8.7,15.22,15.22
1ida,8.7,15.22,15.22
1jiz,8.7,15.22,15.22
1npa,8.7,15.22,15.22
1npw,8.7,15.22,15.22
1rne,8.7,15.22,15.22
1svg,8.7,15.22,15.22
1y0x,8.7,15.22,15.22
2be2,8.7,15.22,15.22
2bpm,8.7,15.22,15.22
2bvx,8.7,15.22,15.22
2dbl,8.7,15.22,15.22
2fl2,8.7,15.22,15.22
2fr3,8.7,15.22,15.22
2hm1,8.7,15.22,15.22
2i3z,8.7,15.22,15.22
2k31,8.7,15.22,15.22
2nnq,8.7,15.22,15.22
2nwl,8.7,15.22,15.22
2oaz,8.7,15.22,15.22
2q2z,8.7,15.22,15.22
2w0d,8.7,15.22,15.22
2w17,8.7,15.22,15.22
2wxv,8.7,15.22,15.22
2x2i,8.7,15.22,15.22
2xvd,8.7,15.22,15.22
2yac,8.7,15.22,15.22
3be2,8.7,15.22,15.22
3da6,8.7,15.22,15.22
3fdm,8.7,15.22,15.22
3hwn,8.7,15.22,15.22
3ik3,8.7,15.22,15.22
3l1s,8.7,15.22,15.22
3lgp,8.7,15.22,15.22
3lvp,8.7,15.22,15.22
3oot,8.7,15.22,15.22
3oyp,8.7,15.22,15.22
3oz1,8.7,15.22,15.22
3pa5,8.7,15.22,15.22
3ppj,8.7,15.22,15.22
3qk0,8.7,15.22,15.22
3thb,8.7,15.22,15.22
3wc5,8.7,15.22,15.22
4d89,8.7,15.22,15.22
4d8c,8.7,15.22,15.22
4f1s,8.7,15.22,15.22
4hxw,8.7,15.22,15.22
4i5h,8.7,15.22,15.22
4j53,8.7,15.22,15.22
4jjg,8.7,15.22,15.22
4jlg,8.7,15.22,15.22
4k6z,8.7,15.22,15.22
4lgh,8.7,15.22,15.22
4lxa,8.7,15.22,15.22
4n4v,8.7,15.22,15.22
4nwk,8.7,15.22,15.22
4o12,8.7,15.22,15.22
4o15,8.7,15.22,15.22
4occ,8.7,15.22,15.22
4ps3,8.7,15.22,15.22
4q1c,8.7,15.22,15.22
4rce,8.7,15.22,15.22
4unr,8.7,15.22,15.22
4xmo,8.7,15.22,15.22
4zg7,8.7,15.22,15.22
5bnj,8.7,15.22,15.22
5c2e,8.7,15.22,15.22
5e8r,8.7,15.22,15.22
5edq,8.7,15.22,15.22
3t9t,8.71,15.22,15.22
1c12,8.72,15.22,15.22
1eub,8.72,15.22,15.22
1hc9,8.72,15.22,15.22
1hkm,8.72,15.22,15.22
1o5m,8.72,15.22,15.22
1x76,8.72,15.22,15.22
2pjc,8.72,15.22,15.22
2wj1,8.72,15.22,15.22
3lik,8.72,15.22,15.22
3pwh,8.72,15.22,15.22
3vf9,8.72,15.22,15.22
4bkj,8.72,15.22,15.22
4hhy,8.72,15.22,15.22
4q1b,8.72,15.22,15.22
4tv3,8.72,15.22,15.22
5c42,8.72,15.22,15.22
5c4u,8.72,15.22,15.22
1cin,8.73,15.22,15.22
1bl4,8.74,15.22,15.22
1pxh,8.74,15.22,15.22
2anm,8.74,15.22,15.22
2fl5,8.74,15.22,15.22
3ce3,8.74,15.22,15.22
3eml,8.74,15.22,15.22
3q32,8.74,15.22,15.22
3r7r,8.74,15.22,15.22
3ti3,8.74,15.22,15.22
3wt7,8.75,15.22,15.22
1lq2,8.77,15.22,15.22
1ros,8.77,15.22,15.22
1xpc,8.77,15.22,15.22
1zuc,8.77,15.22,15.22
2cne,8.77,15.22,15.22
2itt,8.77,15.22,15.22
2j7x,8.77,15.22,15.22
2uz6,8.77,15.22,15.22
2yis,8.77,15.22,15.22
3e4a,8.77,15.22,15.22
4d09,8.77,15.22,15.22
4ekg,8.77,15.22,15.22
4frs,8.77,15.22,15.22
4kql,8.77,15.22,15.22
4rss,8.77,15.22,15.22
4yt7,8.77,15.22,15.22
5ea3,8.77,15.22,15.22
4b7n,8.78,15.22,15.22
1cj1,8.8,15.22,15.22
1csi,8.8,15.22,15.22
1f1j,8.8,15.22,15.22
1ryf,8.8,15.22,15.22
2amv,8.8,15.22,15.22
2ll7,8.8,15.22,15.22
2q2y,8.8,15.22,15.22
2q7m,8.8,15.22,15.22
2xn6,8.8,15.22,15.22
3eyg,8.8,15.22,15.22
3idp,8.8,15.22,15.22
3skc,8.8,15.22,15.22
3vyf,8.8,15.22,15.22
4g2w,8.8,15.22,15.22
4ge9,8.8,15.22,15.22
4ksp,8.8,15.22,15.22
4ngq,8.8,15.22,15.22
4z9l,8.8,15.22,15.22
1yz3,8.81,15.22,15.22
1cim,8.82,15.22,15.22
1czk,8.82,15.22,15.22
2ckm,8.82,15.22,15.22
2ghg,8.82,15.22,15.22
2giu,8.82,15.22,15.22
2hvc,8.82,15.22,15.22
2r4f,8.82,15.22,15.22
2r9m,8.82,15.22,15.22
3bz3,8.82,15.22,15.22
3que,8.82,15.22,15.22
3tlh,8.82,15.22,15.22
3zlo,8.82,15.22,15.22
4hrd,8.82,15.22,15.22
4jmg,8.82,15.22,15.22
4na8,8.82,15.22,15.22
4oys,8.82,15.22,15.22
5bvn,8.82,15.22,15.22
5bvw,8.82,15.22,15.22
4btt,8.84,15.22,15.22
1u3s,8.85,15.22,15.22
2qlf,8.85,15.22,15.22
3itz,8.85,15.22,15.22
3ppk,8.85,15.22,15.22
3prf,8.85,15.22,15.22
3r2f,8.85,15.22,15.22
3vo3,8.85,15.22,15.22
3vsx,8.85,15.22,15.22
3wyl,8.85,15.22,15.22
4hvd,8.85,15.22,15.22
4j6i,8.85,15.22,15.22
4mu7,8.85,15.22,15.22
2feq,8.86,15.22,15.22
2ycs,8.87,15.22,15.22
3c6u,8.87,15.22,15.22
3tic,8.87,15.22,15.22
4hzw,8.88,15.22,15.22
1i90,8.89,15.22,15.22
1lek,8.89,15.22,15.22
1xp9,8.89,15.22,15.22
1ztq,8.89,15.22,15.22
2h5i,8.89,15.22,15.22
2lpr,8.89,15.22,15.22
2onz,8.89,15.22,15.22
3a4o,8.89,15.22,15.22
3km4,8.89,15.22,15.22
3rin,8.89,15.22,15.22
3sx9,8.89,15.22,15.22
3u8m,8.89,15.22,15.22
3v66,8.89,15.22,15.22
3wke,8.89,15.22,15.22
3zos,8.89,15.22,15.22
4cli,8.89,15.22,15.22
4e3i,8.89,15.22,15.22
4hy5,8.89,15.22,15.22
4mcv,8.89,15.22,15.22
4psh,8.89,15.22,15.22
4qyh,8.89,15.22,15.22
1i8z,8.9,15.22,15.22
1uze,8.9,15.22,15.22
1lhv,8.91,15.22,15.22
1bim,8.92,15.22,15.22
1n95,8.92,15.22,15.22
1xoz,8.92,15.22,15.22
2w1i,8.92,15.22,15.22
3mg8,8.92,15.22,15.22
4e3j,8.92,15.22,15.22
4fod,8.92,15.22,15.22
4hdc,8.92,15.22,15.22
4hrc,8.92,15.22,15.22
4mti,8.92,15.22,15.22
4mxa,8.92,15.22,15.22
4onf,8.92,15.22,15.22
1i91,8.94,15.22,15.22
3uza,8.94,15.22,15.22
2z7g,8.95,15.22,15.22
3ti5,8.95,15.22,15.22
1doj,8.96,15.22,15.22
1ld7,8.96,15.22,15.22
1n94,8.96,15.22,15.22
1qon,8.96,15.22,15.22
2qhc,8.96,15.22,15.22
3krj,8.96,15.22,15.22
3ue4,8.96,15.22,15.22
4bdt,8.96,15.22,15.22
4ptc,8.96,15.22,15.22
5cf8,8.96,15.22,15.22
1ag9,9,15.22,15.22
1ba8,9,15.22,15.22
1czr,9,15.22,15.22
1dbb,9,15.22,15.22
1gvu,9,15.22,15.22
1hef,9,15.22,15.22
1hiv,9,15.22,15.22
1iyl,9,15.22,15.22
1jii,9,15.22,15.22
1lcj,9,15.22,15.22
1mxo,9,15.22,15.22
1pop,9,15.22,15.22
1syo,9,15.22,15.22
1sz0,9,15.22,15.22
1xp0,9,15.22,15.22
2asu,9,15.22,15.22
2b7a,9,15.22,15.22
2ban,9,15.22,15.22
2ien,9,15.22,15.22
2iok,9,15.22,15.22
2ofu,9,15.22,15.22
2on3,9,15.22,15.22
2oo8,9,15.22,15.22
2ow1,9,15.22,15.22
2r2l,9,15.22,15.22
2r6n,9,15.22,15.22
2rcx,9,15.22,15.22
2rgu,9,15.22,15.22
2wxj,9,15.22,15.22
2xp2,9,15.22,15.22
3dcw,9,15.22,15.22
3er5,9,15.22,15.22
3i0s,9,15.22,15.22
3iad,9,15.22,15.22
3jxw,9,15.22,15.22
3jy9,9,15.22,15.22
3k54,9,15.22,15.22
3k98,9,15.22,15.22
3kc1,9,15.22,15.22
3kw9,9,15.22,15.22
3lhs,9,15.22,15.22
3li2,9,15.22,15.22
3m1s,9,15.22,15.22
3o1g,9,15.22,15.22
3pa3,9,15.22,15.22
3r02,9,15.22,15.22
3tjd,9,15.22,15.22
3tkm,9,15.22,15.22
3u8w,9,15.22,15.22
4dei,9,15.22,15.22
4dmy,9,15.22,15.22
4flh,9,15.22,15.22
4gee,9,15.22,15.22
4gm3,9,15.22,15.22
4hyh,9,15.22,15.22
4iwd,9,15.22,15.22
4ktc,9,15.22,15.22
4l8m,9,15.22,15.22
4lj3,9,15.22,15.22
4mk8,9,15.22,15.22
4mka,9,15.22,15.22
4ps8,9,15.22,15.22
4qgg,9,15.22,15.22
4qgh,9,15.22,15.22
4r1v,9,15.22,15.22
4rio,9,15.22,15.22
4rvm,9,15.22,15.22
4s2i,9,15.22,15.22
4uib,9,15.22,15.22
4whz,9,15.22,15.22
4wx6,9,15.22,15.22
4x60,9,15.22,15.22
4x61,9,15.22,15.22
4xyf,9,15.22,15.22
4ys7,9,15.22,15.22
5bpa,9,15.22,15.22
8hvp,9,15.22,15.22
2fes,9.01,15.22,15.22
3jzb,9.01,15.22,15.22
4omd,9.01,15.22,15.22
4wri,9.01,15.22,15.22
2ql9,9.03,15.22,15.22
3lj3,9.03,15.22,15.22
4gg5,9.03,15.22,15.22
4ppc,9.03,15.22,15.22
5axp,9.03,15.22,15.22
3g4g,9.04,15.22,15.22
3g4i,9.04,15.22,15.22
3r0t,9.04,15.22,15.22
4od0,9.04,15.22,15.22
1ni1,9.05,15.22,15.22
1pbk,9.05,15.22,15.22
1udu,9.05,15.22,15.22
2i6a,9.05,15.22,15.22
2v12,9.05,15.22,15.22
3ti8,9.05,15.22,15.22
3tt0,9.05,15.22,15.22
4an2,9.05,15.22,15.22
4aqc,9.05,15.22,15.22
4m3m,9.05,15.22,15.22
4xkx,9.05,15.22,15.22
2byp,9.06,15.22,15.22
3fc2,9.06,15.22,15.22
4nau,9.06,15.22,15.22
4jnj,9.07,15.22,15.22
4oo9,9.07,15.22,15.22
4pv0,9.07,15.22,15.22
1lhw,9.08,15.22,15.22
1tu6,9.08,15.22,15.22
1xmu,9.08,15.22,15.22
3aox,9.08,15.22,15.22
3dst,9.08,15.22,15.22
4qn7,9.08,15.22,15.22
1akr,9.09,15.22,15.22
2g5t,9.09,15.22,15.22
3agm,9.09,15.22,15.22
3eq7,9.09,15.22,15.22
3mw1,9.09,15.22,15.22
4kp6,9.09,15.22,15.22
1sj0,9.1,15.22,15.22
2c6e,9.1,15.22,15.22
2q1j,9.1,15.22,15.22
2yiw,9.1,15.22,15.22
3byu,9.1,15.22,15.22
3ds6,9.1,15.22,15.22
3g72,9.1,15.22,15.22
3kck,9.1,15.22,15.22
3krl,9.1,15.22,15.22
3qri,9.1,15.22,15.22
3uok,9.1,15.22,15.22
4e3k,9.1,15.22,15.22
4n1t,9.1,15.22,15.22
4ppa,9.1,15.22,15.22
1rhk,9.11,15.22,15.22
3v6s,9.12,15.22,15.22
1ove,9.13,15.22,15.22
3gen,9.14,15.22,15.22
3qg6,9.14,15.22,15.22
3zmm,9.14,15.22,15.22
1ayu,9.15,15.22,15.22
1czl,9.15,15.22,15.22
1d5j,9.15,15.22,15.22
1pig,9.15,15.22,15.22
2fde,9.15,15.22,15.22
2wxg,9.15,15.22,15.22
3a3y,9.15,15.22,15.22
3bhx,9.15,15.22,15.22
3rsv,9.15,15.22,15.22
3sn7,9.15,15.22,15.22
3snl,9.15,15.22,15.22
4bsq,9.15,15.22,15.22
4mf1,9.15,15.22,15.22
4pqn,9.15,15.22,15.22
4rcd,9.15,15.22,15.22
4udb,9.15,15.22,15.22
4y8y,9.15,15.22,15.22
3q2h,9.16,15.22,15.22
1xoq,9.17,15.22,15.22
2p94,9.17,15.22,15.22
4ayv,9.17,15.22,15.22
4phv,9.17,15.22,15.22
4ocz,9.18,15.22,15.22
5dhh,9.18,15.22,15.22
1x81,9.19,15.22,15.22
2hy0,9.19,15.22,15.22
2w77,9.19,15.22,15.22
1kwq,9.21,15.22,15.22
1r6g,9.21,15.22,15.22
1jp5,9.22,15.22,15.22
2jb5,9.22,15.22,15.22
2v0z,9.22,15.22,15.22
2yb9,9.22,15.22,15.22
3b2w,9.22,15.22,15.22
3b8r,9.22,15.22,15.22
3gc7,9.22,15.22,15.22
3of8,9.22,15.22,15.22
3zc6,9.22,15.22,15.22
4an3,9.22,15.22,15.22
4f4p,9.22,15.22,15.22
4jff,9.22,15.22,15.22
4uzd,9.22,15.22,15.22
4wx4,9.22,15.22,15.22
4hwb,9.24,15.22,15.22
4pjt,9.24,15.22,15.22
1db1,9.26,15.22,15.22
4inu,9.26,15.22,15.22
4ty1,9.26,15.22,15.22
3ti6,9.27,15.22,15.22
2ao6,9.28,15.22,15.22
2qtu,9.28,15.22,15.22
3g58,9.28,15.22,15.22
4otw,9.28,15.22,15.22
830c,9.28,15.22,15.22
1bil,9.3,15.22,15.22
1udt,9.3,15.22,15.22
1w6h,9.3,15.22,15.22
1xp1,9.3,15.22,15.22
2aux,9.3,15.22,15.22
2og8,9.3,15.22,15.22
2wxk,9.3,15.22,15.22
2znt,9.3,15.22,15.22
3b8q,9.3,15.22,15.22
3bys,9.3,15.22,15.22
3d7f,9.3,15.22,15.22
3drs,9.3,15.22,15.22
3kf4,9.3,15.22,15.22
3kqb,9.3,15.22,15.22
3kwj,9.3,15.22,15.22
3mg4,9.3,15.22,15.22
3mvh,9.3,15.22,15.22
3vtb,9.3,15.22,15.22
4btu,9.3,15.22,15.22
4fkk,9.3,15.22,15.22
4hld,9.3,15.22,15.22
4hzx,9.3,15.22,15.22
5ceo,9.3,15.22,15.22
5cgc,9.3,15.22,15.22
5cgd,9.3,15.22,15.22
3lnz,9.31,15.22,15.22
3vva,9.32,15.22,15.22
4i31,9.32,15.22,15.22
4okg,9.32,15.22,15.22
3gw5,9.33,15.22,15.22
3q4b,9.33,15.22,15.22
3vbq,9.33,15.22,15.22
1inc,9.34,15.22,15.22
3bv3,9.34,15.22,15.22
4ks2,9.34,15.22,15.22
3tpx,9.35,15.22,15.22
2r6w,9.36,15.22,15.22
2z4b,9.36,15.22,15.22
3bv2,9.36,15.22,15.22
1flm,9.37,15.22,15.22
3vs3,9.37,15.22,15.22
4a16,9.37,15.22,15.22
4wzv,9.37,15.22,15.22
3hqz,9.38,15.22,15.22
3vrw,9.39,15.22,15.22
4cqg,9.39,15.22,15.22
4mwr,9.39,15.22,15.22
1azx,9.4,15.22,15.22
1cbr,9.4,15.22,15.22
1cbr,9.4,15.22,15.22
1sqn,9.4,15.22,15.22
1xp6,9.4,15.22,15.22
2fm0,9.4,15.22,15.22
2izx,9.4,15.22,15.22
2v10,9.4,15.22,15.22
3drr,9.4,15.22,15.22
3e2m,9.4,15.22,15.22
3fw4,9.4,15.22,15.22
3g70,9.4,15.22,15.22
3kqd,9.4,15.22,15.22
3lq8,9.4,15.22,15.22
3o64,9.4,15.22,15.22
4fcr,9.4,15.22,15.22
4g31,9.4,15.22,15.22
4mwv,9.4,15.22,15.22
4oba,9.4,15.22,15.22
4wrs,9.4,15.22,15.22
1nl4,9.41,15.22,15.22
2aa6,9.41,15.22,15.22
4c1w,9.41,15.22,15.22
1hsg,9.42,15.22,15.22
3e8u,9.42,15.22,15.22
3ksq,9.42,15.22,15.22
1cil,9.43,15.22,15.22
2jdl,9.43,15.22,15.22
3hr1,9.43,15.22,15.22
3vjk,9.43,15.22,15.22
3vjm,9.43,15.22,15.22
3c1k,9.44,15.22,15.22
1p01,9.46,15.22,15.22
1pau,9.46,15.22,15.22
2auz,9.46,15.22,15.22
2pvn,9.46,15.22,15.22
4glr,9.46,15.22,15.22
1q4x,9.48,15.22,15.22
1qfs,9.48,15.22,15.22
4gfd,9.48,15.22,15.22
1ca8,9.49,15.22,15.22
2gdo,9.49,15.22,15.22
2phb,9.49,15.22,15.22
2r6y,9.49,15.22,15.22
4djh,9.49,15.22,15.22
1c6y,9.51,15.22,15.22
3lhj,9.51,15.22,15.22
3oag,9.51,15.22,15.22
1c7f,9.52,15.22,15.22
1ms6,9.52,15.22,15.22
1re8,9.52,15.22,15.22
1vij,9.52,15.22,15.22
1vik,9.52,15.22,15.22
2hog,9.52,15.22,15.22
2pvw,9.52,15.22,15.22
2q6b,9.52,15.22,15.22
2z7r,9.52,15.22,15.22
3m8q,9.52,15.22,15.22
3u0t,9.52,15.22,15.22
3v8t,9.52,15.22,15.22
4dve,9.52,15.22,15.22
4ewh,9.52,15.22,15.22
4wtu,9.52,15.22,15.22
4xj0,9.52,15.22,15.22
4y73,9.52,15.22,15.22
1lhe,9.54,15.22,15.22
2yit,9.54,15.22,15.22
3pr0,9.54,15.22,15.22
3wt5,9.54,15.22,15.22
4afh,9.54,15.22,15.22
4iax,9.56,15.22,15.22
1so2,9.57,15.22,15.22
4ea3,9.57,15.22,15.22
4lsj,9.57,15.22,15.22
1qku,9.59,15.22,15.22
1o45,9.6,15.22,15.22
1snk,9.6,15.22,15.22
3ert,9.6,15.22,15.22
2qky,9.61,15.22,15.22
3uzc,9.61,15.22,15.22
1lhd,9.62,15.22,15.22
3oad,9.62,15.22,15.22
3orn,9.62,15.22,15.22
7hvp,9.62,15.22,15.22
4iaw,9.63,15.22,15.22
1i7m,9.64,15.22,15.22
3eky,9.64,15.22,15.22
3s53,9.64,15.22,15.22
3o9l,9.66,15.22,15.22
4acg,9.66,15.22,15.22
3c45,9.68,15.22,15.22
5awj,9.68,15.22,15.22
1a7x,9.7,15.22,15.22
1tyn,9.7,15.22,15.22
2ofv,9.7,15.22,15.22
3bwf,9.7,15.22,15.22
3drp,9.7,15.22,15.22
3eyd,9.7,15.22,15.22
3g6z,9.7,15.22,15.22
3imy,9.7,15.22,15.22
3kmm,9.7,15.22,15.22
3n5k,9.7,15.22,15.22
3nmq,9.7,15.22,15.22
3w54,9.7,15.22,15.22
4bti,9.7,15.22,15.22
4cmt,9.7,15.22,15.22
4cmu,9.7,15.22,15.22
4e3m,9.7,15.22,15.22
4m1j,9.7,15.22,15.22
4mib,9.7,15.22,15.22
4na7,9.7,15.22,15.22
4qab,9.7,15.22,15.22
4v05,9.7,15.22,15.22
5agv,9.7,15.22,15.22
2i0g,9.72,15.22,15.22
3elm,9.72,15.22,15.22
4lrh,9.72,15.22,15.22
5bvf,9.72,15.22,15.22
1d2s,9.74,15.22,15.22
2g00,9.74,15.22,15.22
3e8r,9.74,15.22,15.22
4b7q,9.74,15.22,15.22
4u7q,9.74,15.22,15.22
1h1b,9.8,15.22,15.22
1nlj,9.8,15.22,15.22
2fb8,9.8,15.22,15.22
3e7b,9.8,15.22,15.22
4yur,9.8,15.22,15.22
5bvd,9.8,15.22,15.22
3ah8,9.82,15.22,15.22
4amz,9.82,15.22,15.22
4ear,9.82,15.22,15.22
2ycq,9.85,15.22,15.22
3sud,9.85,15.22,15.22
1a52,9.86,15.22,15.22
1a42,9.89,15.22,15.22
1ouk,9.89,15.22,15.22
1yt7,9.89,15.22,15.22
3erd,9.9,15.22,15.22
1nfs,9.92,15.22,15.22
3bi1,9.92,15.22,15.22
4hpy,9.92,15.22,15.22
4qoc,9.92,15.22,15.22
4hvb,9.95,15.22,15.22
1bnm,10,15.22,15.22
1fmb,10,15.22,15.22
1g37,10,15.22,15.22
1g3m,10,15.22,15.22
1kv2,10,15.22,15.22
1o5p,10,15.22,15.22
1rwq,10,15.22,15.22
1sfi,10,15.22,15.22
2ceo,10,15.22,15.22
2ie4,10,15.22,15.22
2ll6,10,15.22,15.22
2w3i,10,15.22,15.22
2xn7,10,15.22,15.22
2zo3,10,15.22,15.22
3c7p,10,15.22,15.22
3e7a,10,15.22,15.22
3kry,10,15.22,15.22
3u0d,10,15.22,15.22
3vru,10,15.22,15.22
4eki,10,15.22,15.22
4fe6,10,15.22,15.22
4hgc,10,15.22,15.22
4msg,10,15.22,15.22
4mt9,10,15.22,15.22
4oas,10,15.22,15.22
4ode,10,15.22,15.22
4odf,10,15.22,15.22
4ogn,10,15.22,15.22
4ogt,10,15.22,15.22
4phw,10,15.22,15.22
4ppb,10,15.22,15.22
5agu,10,15.22,15.22
4heu,10.01,15.22,15.22
1ind,10.05,15.22,15.22
3p0g,10.08,15.22,15.22
5ah2,10.08,15.22,15.22
3gws,10.09,15.22,15.22
2w3k,10.1,15.22,15.22
3o57,10.1,15.22,15.22
4hra,10.1,15.22,15.22
5axq,10.1,15.22,15.22
1pf7,10.14,15.22,15.22
1a5g,10.15,15.22,15.22
2bq6,10.15,15.22,15.22
2r5d,10.15,15.22,15.22
2xk9,10.15,15.22,15.22
3tge,10.15,15.22,15.22
2bcd,10.22,15.22,15.22
3d7h,10.22,15.22,15.22
1ibc,10.25,15.22,15.22
1rt9,10.25,15.22,15.22
4an1,10.26,15.22,15.22
2zx9,10.27,15.22,15.22
4lmn,10.3,15.22,15.22
1nq0,10.32,15.22,15.22
1std,10.33,15.22,15.22
1mnc,10.34,15.22,15.22
1xm4,10.39,15.22,15.22
2ftd,10.39,15.22,15.22
1lhc,10.4,15.22,15.22
2jld,10.4,15.22,15.22
4y8z,10.4,15.22,15.22
4oar,10.42,15.22,15.22
5dia,10.46,15.22,15.22
1ntk,10.49,15.22,15.22
1xn2,10.52,15.22,15.22
2fzz,10.52,15.22,15.22
2ycf,10.52,15.22,15.22
3d4q,10.52,15.22,15.22
3vrv,10.54,15.22,15.22
1oxg,10.57,15.22,15.22
3lzv,10.59,15.22,15.22
2j4a,10.6,15.22,15.22
4uxl,10.6,15.22,15.22
1xon,10.68,15.22,15.22
4an0,10.7,15.22,15.22
2wzy,10.72,15.22,15.22
1c4v,10.8,15.22,15.22
2ajd,10.8,15.22,15.22
1ebg,10.82,15.22,15.22
4amy,10.82,15.22,15.22
3ggv,10.85,15.22,15.22
1n9m,10.96,15.22,15.22
2jb6,10.96,15.22,15.22
1dis,11,15.22,15.22
1swp,11,15.22,15.22
4qvx,11,15.22,15.22
1dqx,11.05,15.22,15.22
1eix,11.06,15.22,15.22
1jjk,11.06,15.22,15.22
1lor,11.06,15.22,15.22
4x3r,11.07,15.22,15.22
3gwt,11.1,15.22,15.22
1sme,11.22,15.22,15.22
1mau,11.3,15.22,15.22
1nl6,11.32,15.22,15.22
3wv1,11.41,15.22,15.22
4ocx,11.44,15.22,15.22
4k1b,11.52,15.22,15.22
1akv,11.59,15.22,15.22
2fv5,11.7,15.22,15.22
1mui,11.89,15.22,15.22
1agm,12,15.22,15.22
1gah,12,15.22,15.22
1lf9,12,15.22,15.22
1swk,12,15.22,15.22
1swn,12,15.22,15.22
4n70,12,15.22,15.22
3o9c,12.05,15.22,15.22
2i0d,12.1,15.22,15.22
3o9h,12.1,15.22,15.22
1ndj,12.16,15.22,15.22
3o9b,12.3,15.22,15.22
3o9g,12.3,15.22,15.22
2zx5,12.33,15.22,15.22
1q83,12.39,15.22,15.22
2xup,12.39,15.22,15.22
